,topic,type,ref,urlKaggle,title,author,lastRunTime,totalVotes
516,Python-data-visualization,kernels,kanncaa1/data-sciencetutorial-for-beginners,kaggle.com/code/kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
517,Python-data-visualization,kernels,benhamner/python-data-visualizations,kaggle.com/code/benhamner/python-data-visualizations,Python Data Visualizations,Ben Hamner,2017-08-29 15:54:22,1383
518,Python-data-visualization,kernels,nathanlauga/vietnam-war-data-visualization-with-python,kaggle.com/code/nathanlauga/vietnam-war-data-visualization-with-python,Vietnam War : Data Visualization with Python,Nathan Lauga,2018-03-05 16:24:47,15
519,Python-data-visualization,kernels,abhishekkrg/python-iris-data-visualization-and-explanation,kaggle.com/code/abhishekkrg/python-iris-data-visualization-and-explanation,Python - IRIS Data visualization and explanation,Abhishek Gupta,2018-01-07 12:17:05,7
520,Python-data-visualization,kernels,kanncaa1/feature-selection-and-data-visualization,kaggle.com/code/kanncaa1/feature-selection-and-data-visualization,Feature Selection and Data Visualization,DATAI,2021-07-10 16:05:36,1689
521,Python-data-visualization,kernels,dssant85/tutorial-on-data-visualization-by-python,kaggle.com/code/dssant85/tutorial-on-data-visualization-by-python,Tutorial on Data Visualization by Python,Santosh Kumar,2021-03-09 08:19:16,15
522,Python-data-visualization,kernels,kanncaa1/seaborn-tutorial-for-beginners,kaggle.com/code/kanncaa1/seaborn-tutorial-for-beginners,Seaborn Tutorial for Beginners,DATAI,2020-01-28 17:54:17,1074
523,Python-data-visualization,kernels,tasneemabdulrahim/array-processing-in-python-data-visualization,kaggle.com/code/tasneemabdulrahim/array-processing-in-python-data-visualization,Array processing in python data visualization.,Tasneem Abdul Rahim,2021-03-07 04:38:28,17
524,Power-BI,kernels,nalkrolu/power-bi-report-with-plotly,kaggle.com/code/nalkrolu/power-bi-report-with-plotly,Power BI Report with Plotly,Unal KOROGLU,2022-10-04 12:46:34,11
525,Power-BI,kernels,justjun0321/way-to-google-get-a-job-in-goggle-word-cloud,kaggle.com/code/justjun0321/way-to-google-get-a-job-in-goggle-word-cloud,Way to Google - Get a job in Goggle (Word Cloud),Wei Chun Chang,2020-09-03 05:42:51,186
526,Tableau,kernels,pavansanagapati/tableau-intro-use-cases,kaggle.com/code/pavansanagapati/tableau-intro-use-cases,Tableau Intro & Use Cases!!!!,Pavan Sanagapati,2020-08-02 17:26:05,122
527,Tableau,kernels,nikhilncr/eda-using-tableau-visualizations,kaggle.com/code/nikhilncr/eda-using-tableau-visualizations,EDA using Tableau Visualizations,Nikhil C R,2018-04-24 05:00:00,57
528,Tableau,kernels,xvivancos/data-breaches-tableau-visualization,kaggle.com/code/xvivancos/data-breaches-tableau-visualization,Data Breaches Tableau Visualization,Xavier,2022-11-27 12:20:07,105
529,Tableau,kernels,lidlurch/visualization-using-tableau,kaggle.com/code/lidlurch/visualization-using-tableau,Visualization using Tableau,Zach Loertscher,2017-10-26 22:20:30,30
530,Tableau,kernels,pavansanagapati/eda-using-tableau-visualisation,kaggle.com/code/pavansanagapati/eda-using-tableau-visualisation,EDA using Tableau Visualisation !!!,Pavan Sanagapati,2020-06-15 13:17:52,49
531,Seaborn,kernels,alexisbcook/hello-seaborn,kaggle.com/code/alexisbcook/hello-seaborn,"""Hello Seaborn""",Alexis Cook,2022-06-09 00:35:16,734
532,Seaborn,kernels,kanncaa1/seaborn-tutorial-for-beginners,kaggle.com/code/kanncaa1/seaborn-tutorial-for-beginners,Seaborn Tutorial for Beginners,DATAI,2020-01-28 17:54:17,1074
533,Seaborn,kernels,residentmario/plotting-with-seaborn,kaggle.com/code/residentmario/plotting-with-seaborn,Plotting with seaborn,Aleksey Bilogur,2018-09-19 21:36:58,305
534,Seaborn,kernels,residentmario/faceting-with-seaborn,kaggle.com/code/residentmario/faceting-with-seaborn,Faceting with seaborn,Aleksey Bilogur,2018-04-16 22:20:52,195
535,Seaborn,kernels,saurav9786/seaborn-tutorial,kaggle.com/code/saurav9786/seaborn-tutorial,Seaborn Tutorial ,Saurav Anand,2022-07-23 16:01:35,120
536,Seaborn,kernels,themlphdstudent/cheat-sheet-seaborn-charts,kaggle.com/code/themlphdstudent/cheat-sheet-seaborn-charts,Cheat Sheet: Seaborn Charts,The ML PhD Student,2021-01-26 06:02:08,235
537,Seaborn,kernels,kralmachine/seaborn-tutorial-for-beginners,kaggle.com/code/kralmachine/seaborn-tutorial-for-beginners,Seaborn Tutorial  For Beginners,KraLMachine,2019-08-24 06:38:23,243
538,Seaborn,kernels,ndrewgele/visualizing-pok-mon-stats-with-seaborn,kaggle.com/code/ndrewgele/visualizing-pok-mon-stats-with-seaborn,Visualizing Pokémon Stats with Seaborn,Andrew Gelé,2016-08-30 18:29:25,221
539,Seaborn,kernels,jsaguiar/exploratory-analysis-with-seaborn,kaggle.com/code/jsaguiar/exploratory-analysis-with-seaborn,Exploratory Analysis with Seaborn,Aguiar,2018-10-13 21:43:37,117
540,Seaborn,kernels,,kaggle.com/code/nan,[Private Notebook],,2010-04-01 00:00:00,0
541,Seaborn,kernels,kashnitsky/topic-2-part-2-seaborn-and-plotly,kaggle.com/code/kashnitsky/topic-2-part-2-seaborn-and-plotly,Topic 2. Part 2. Seaborn and Plotly,Yury Kashnitsky,2021-05-07 08:36:00,191
542,Seaborn,kernels,dejavu23/titanic-survival-seaborn-and-ensembles,kaggle.com/code/dejavu23/titanic-survival-seaborn-and-ensembles,Titanic Survival: Seaborn and Ensembles,deja vu,2019-07-29 10:06:07,138
543,Seaborn,kernels,alexisbcook/exercise-hello-seaborn,kaggle.com/code/alexisbcook/exercise-hello-seaborn,"""Exercise: Hello Seaborn""",Alexis Cook,2022-01-13 21:17:13,4
544,Seaborn,kernels,neilslab/seaborn-visualization,kaggle.com/code/neilslab/seaborn-visualization,Seaborn Visualization,NeilS,2017-06-24 17:45:48,45
545,Seaborn,kernels,prashant111/seaborn-tutorial-for-beginners,kaggle.com/code/prashant111/seaborn-tutorial-for-beginners,Seaborn tutorial for beginners,Prashant Banerjee,2019-12-30 08:22:08,114
546,Seaborn,kernels,ravichaubey1506/hands-on-complete-data-visualization-with-seaborn,kaggle.com/code/ravichaubey1506/hands-on-complete-data-visualization-with-seaborn,Hands-On Complete Data Visualization with Seaborn,Ravi Chaubey,2022-02-15 15:48:35,180
547,Bokeh,kernels,kanncaa1/visualization-bokeh-tutorial-part-1,kaggle.com/code/kanncaa1/visualization-bokeh-tutorial-part-1,Visualization: Bokeh Tutorial Part 1,DATAI,2018-05-26 21:54:19,299
548,Bokeh,kernels,kanncaa1/interactive-bokeh-tutorial-part-2,kaggle.com/code/kanncaa1/interactive-bokeh-tutorial-part-2,Interactive Bokeh Tutorial Part 2,DATAI,2018-07-09 20:38:05,179
549,Bokeh,kernels,pavansanagapati/pandas-bokeh-visualization-tutorial,kaggle.com/code/pavansanagapati/pandas-bokeh-visualization-tutorial,Pandas Bokeh  Visualization Tutorial,Pavan Sanagapati,2020-07-05 01:20:21,134
550,Plotly,kernels,kanncaa1/plotly-tutorial-for-beginners,kaggle.com/code/kanncaa1/plotly-tutorial-for-beginners,Plotly Tutorial for Beginners,DATAI,2019-10-01 20:59:55,1378
551,Plotly,kernels,hakkisimsek/plotly-tutorial-1,kaggle.com/code/hakkisimsek/plotly-tutorial-1,PLOTLY TUTORIAL - 1,Hakki Kaan Simsek,2019-01-13 17:06:49,190
552,Plotly,kernels,kanncaa1/earthquake-animation-with-plotly,kaggle.com/code/kanncaa1/earthquake-animation-with-plotly,Earthquake Animation with Plotly,DATAI,2019-12-08 11:15:26,231
553,Plotly,kernels,residentmario/introduction-to-plotly-optional,kaggle.com/code/residentmario/introduction-to-plotly-optional,Introduction to plotly (Optional),Aleksey Bilogur,2018-03-16 17:57:35,117
554,Plotly,kernels,thebrownviking20/intermediate-visualization-tutorial-using-plotly,kaggle.com/code/thebrownviking20/intermediate-visualization-tutorial-using-plotly,Intermediate visualization tutorial using Plotly ,Siddharth Yadav,2020-04-10 08:48:49,259
555,Plotly,kernels,arthurtok/decision-boundaries-visualised-via-python-plotly,kaggle.com/code/arthurtok/decision-boundaries-visualised-via-python-plotly,Decision Boundaries visualised via Python & Plotly,Anisotropic,2018-09-23 22:23:25,296
556,Plotly,kernels,arthurtok/generation-unemployed-interactive-plotly-visuals,kaggle.com/code/arthurtok/generation-unemployed-interactive-plotly-visuals,Generation Unemployed? Interactive Plotly Visuals,Anisotropic,2018-10-12 21:57:52,234
557,Plotly,kernels,vincentlugat/lightgbm-plotly,kaggle.com/code/vincentlugat/lightgbm-plotly,LightGBM + Plotly,Vincent Lugat,2019-04-07 10:20:11,83
558,Plotly,kernels,aashita/guide-to-animated-bubble-charts-using-plotly,kaggle.com/code/aashita/guide-to-animated-bubble-charts-using-plotly,Guide to Animated Bubble Charts using Plotly,Aashita Kesarwani,2019-03-25 17:31:27,325
559,Plotly,kernels,kashnitsky/topic-2-part-2-seaborn-and-plotly,kaggle.com/code/kashnitsky/topic-2-part-2-seaborn-and-plotly,Topic 2. Part 2. Seaborn and Plotly,Yury Kashnitsky,2021-05-07 08:36:00,191
